invoice_id,customer_name,invoice_date,amount
INV000167,DAMYANTI VIRK,07/01/2025,28750
INV000168,ISHWAR BAHL,26/11/2025,38722
INV000169,ADITYA KARPE,17/05/2025,7376
INV000170,VYANJANA SONI,13/04/2025,8695
INV000171,JANYA SAMPATH,08/11/2025,43516
INV000172,ISHWAR SARMA,18/06/2025,33004
INV000173,RIDHI DARA,14/04/2025,44021
INV000174,NEEL KAPUR,15/02/2026,25903
INV000175,ONI VAIDYA,20/04/2025,40585
INV000176,NAKUL RAJU,27/04/2026,36701
INV000177,CHARAN BORDE,04/07/2025,11012
INV000178,DARPAN PANT,02/03/2025,41200
INV000179,SANYA SANDHU,13/09/2024,15468
INV000180,PALLAVI SRINIVAS,30/09/2024,3953
INV000181,FORUM BARMAN,27/07/2024,2330
INV000182,SAMAKSH SACHDEVA,03/09/2025,40522
INV000183,NIDRA NARULA,17/11/2025,32844
INV000184,RAYAAN KHARE,28/07/2025,1704
INV000185,PUSHTI KULKARNI,30/12/2025,21859
INV000186,LABAN BHAGAT,06/04/2026,17759
INV000187,WATIKA SODHI,06/08/2024,13593
INV000188,YUG SACHAR,05/03/2026,35586
INV000189,SNEHA KARNIK,19/01/2026,1878
INV000190,ISHANI THAKKAR,28/09/2024,2865
INV000191,NIHAL BHANDARI,18/04/2025,21742
INV000192,BHAVNA SEHGAL,29/07/2025,4862
INV000193,RAGHAV RAJAGOPALAN,05/08/2025,23993
INV000194,URVASHI NAGARAJAN,14/07/2025,46039
INV000195,ZEHAAN JAYARAMAN,30/08/2024,31180
INV000196,ODIKA SUNDER,25/05/2025,41003
INV000197,NISHA KALA,03/03/2026,39751
INV000198,AZAAN BHATTI,06/08/2025,4414
INV000199,KRISHNA CHOUDHARY,08/12/2025,14417
INV000200,RIYA HAYRE,15/05/2026,4968
INV000201,AMARA GROVER,25/12/2024,14514
INV000202,VEDHIKA GUHA,17/04/2026,16492
INV000203,VAISHNAVI CHANDA,07/10/2025,1469
INV000204,TANAY CHANDER,22/09/2025,34062
INV000205,AYAAN BALASUBRAMANIAN,11/08/2024,10423
INV000206,VYANJANA KOTA,03/09/2025,18473
INV000207,TEJAS CHAUDHURI,15/04/2025,31046
INV000208,WAHAB SANT,04/04/2025,31848
INV000209,RIA NAYAK,09/02/2025,42994
INV000210,NAVEEN CHANA,18/07/2025,49609
INV000211,NIRJA MASTER,14/10/2024,13867
INV000212,YASH MAND,16/04/2026,19983
INV000213,LIPIKA DUGAR,28/10/2024,4984
INV000214,CHAITANYA SAHNI,07/02/2026,20414
INV000215,OVIYA RATTAN,17/02/2025,37123
INV000216,VIHAAN SANKARAN,03/11/2024,32186
INV000217,RACHIT SHETH,20/10/2025,39726
INV000218,HENRY KALA,06/08/2025,43206
INV000219,BHAVINI SHARMA,31/01/2025,16008
INV000220,DIVYA DUGAR,05/06/2025,22321
INV000221,VEDANT DUTT,18/04/2026,13893
INV000222,ZILMIL MITTER,13/09/2024,36354
INV000223,AACHAL SACHAR,06/05/2026,28941
INV000224,CHARLES BOBAL,06/03/2026,22506
INV000225,JAGRATI BHAKTA,05/11/2025,24745
INV000226,GARIMA SANKAR,24/02/2026,43884
INV000227,NITESH CHERIAN,01/10/2025,34030
INV000228,DAMYANTI JAIN,23/08/2024,39837
INV000229,URVASHI BAJAJ,26/07/2024,3668
INV000230,EESHA PRASAD,28/11/2024,15467
INV000231,KRITIKA MANNE,07/07/2024,1878
INV000232,HEMANI AGATE,15/02/2026,10606
INV000233,EESHA MITTER,13/07/2024,13455
INV000234,NEEL SWAMY,24/10/2025,2091
INV000235,PAHAL SALVI,25/10/2025,7584
INV000236,BALJIWAN KHURANA,24/11/2025,6107
INV000237,UTKARSH KARAN,15/09/2025,12351
INV000238,VINCENT BEDI,13/06/2025,1465
INV000239,AACHAL DHAR,31/01/2025,41855
INV000240,AMARA MUKHERJEE,14/12/2025,43690
INV000241,TRISTAN KANNAN,22/07/2024,2277
INV000242,FALAK CHAKRABORTY,01/12/2025,3067
INV000243,GEORGE DOSHI,31/07/2025,1967
INV000244,TANVEER RAMAKRISHNAN,14/04/2026,4659
INV000245,MATTHEW KRISHNAMURTHY,21/05/2025,32855
INV000246,ESHANA SHANKAR,20/08/2025,35059
INV000247,URISHILLA SACHDEVA,04/02/2025,44376
INV000248,JAGAT NARAYAN,01/11/2024,34050
INV000249,CHAAYA MADAN,22/05/2025,41103
INV000250,BHAVANI RATTA,27/05/2025,25902
INV000251,RANBIR SANT,18/05/2026,15126
INV000252,SAUMYA ARYA,16/10/2024,43904
INV000253,QABIL DARA,30/05/2026,30771
INV000254,VINCENT TANK,12/08/2025,32727
INV000255,RIDHI BALA,11/05/2026,39032
INV000256,ODIKA BARIA,03/05/2026,16038
INV000257,RAJESHRI WARRIOR,16/04/2026,44342
INV000258,URVASHI GOLA,08/02/2025,11450
INV000259,DHRUV RAVI,15/03/2025,29199
INV000260,JASMIT NORI,22/05/2026,10805
INV000261,MEERA BUMB,12/06/2025,32890
INV000262,NEELIMA NORI,21/04/2026,26318
INV000263,RADHA RAJA,09/10/2025,32998
INV000264,UNNI MODY,21/06/2025,45548
INV000265,YASHICA CHOPRA,21/05/2026,7996
INV000266,LUCKY KUMER,15/02/2026,15504
INV000267,WAZIR CHAD,27/06/2025,30084
INV000268,THEODORE BHALLA,06/03/2025,20341
INV000269,VIDHI GUPTA,22/10/2025,41987
INV000270,WARHI KANDA,04/01/2025,3316
INV000271,SAMAR YADAV,16/05/2025,38253
INV000272,NIHARIKA KAMDAR,05/12/2024,12246
INV000273,TANAY DUA,13/01/2025,16508
INV000274,UPASNA UPPAL,15/06/2026,45302
INV000275,MAX PADMANABHAN,03/07/2025,28279
INV000276,GARIMA PADMANABHAN,23/01/2026,13352
INV000277,QABIL CHAUDHARI,07/07/2025,5047
INV000278,PALLAVI MURTY,14/01/2026,21936
INV000279,WRIDDHISH SOMAN,03/08/2024,30948
INV000280,BAHADURJIT KASHYAP,28/07/2024,6758
INV000281,EIRAVATI KALA,15/11/2025,47520
INV000282,VEDHIKA SOLANKI,26/06/2024,23442
INV000283,WAKEETA PUROHIT,02/10/2025,31839
INV000284,HEMA PRABHAKAR,09/07/2024,49137
INV000285,LOGAN CHAD,26/12/2024,14710
INV000286,AVI MURTHY,04/10/2024,24157
INV000287,HARINI HAYER,26/02/2025,12469
INV000288,FARAJ GARDE,07/12/2025,16145
INV000289,AMRUTA CHADA,09/05/2026,36525
INV000290,NIHARIKA SHERE,18/10/2025,9223
INV000291,PRANIT MANI,13/03/2026,10187
INV000292,ROHAN TANDON,16/04/2025,44335
INV000293,JALSA SUBRAMANIAM,22/01/2026,45920
INV000294,YAMINI JOSHI,12/10/2024,34618
INV000295,KRISHA KRISHNAN,31/03/2025,33189
INV000296,RISHI BHAVSAR,02/10/2025,2052
INV000297,UPMA DEWAN,05/05/2025,45631
INV000298,BAHADURJIT PRASHAD,22/07/2025,39773
INV000299,IMARAN BEHL,02/03/2026,14307
INV000300,YASTI HANDA,10/08/2024,864
INV000301,CHAAYA VARTY,28/10/2025,42138
INV000302,AVNI KALITA,08/03/2025,4794
INV000303,GAYATHRI RAMAN,12/06/2025,21699
INV000304,QADIM THAKUR,14/07/2024,47690
INV000305,BAGHYAWATI KADAKIA,13/05/2026,21435
INV000306,AARAV THAKUR,01/10/2024,8519
INV000307,EDHITHA MEMON,25/11/2024,49629
INV000308,HEMA TELLA,17/07/2025,3491
INV000309,TANAY PILLAI,07/10/2024,35767
INV000310,DARSH PAL,21/12/2025,38928
INV000311,TRIYA DAYAL,01/04/2025,21592
INV000312,DALAJA RAU,02/10/2024,4226
INV000313,CHRISTOPHER CHERIAN,20/08/2025,38464
INV000314,KALA SAINI,19/07/2024,11851
INV000315,ZASHIL NADIG,20/11/2025,12738
INV000316,YASHAWINI RAVI,14/03/2025,43524
INV000317,VEDIKA JOSHI,17/02/2025,28758
INV000318,REYANSH DORA,06/01/2025,26525
INV000319,HARSHIL GROVER,26/03/2026,22884
INV000320,EKAJA NAGY,01/08/2024,6822
INV000321,AMOL PATLA,19/04/2025,44811
INV000322,HARITA KARAN,16/09/2024,2614
INV000323,RIA GOPAL,27/07/2025,43747
INV000324,VEDHIKA WASON,01/02/2026,35828
INV000325,NETRA MASTER,19/12/2024,4056
INV000326,WARDA NARAYANAN,15/11/2024,16600
INV000327,MITESH NAGI,19/07/2024,15954
INV000328,DAVID DATE,30/08/2024,37292
INV000329,TANAY BORRA,09/06/2026,23896
INV000330,DAYITA TIWARI,04/06/2026,47505
INV000331,SANYA TELLA,14/02/2026,11744
INV000332,AARUSH SOM,31/07/2025,40721
INV000333,ANTHONY SALVI,15/03/2026,3039
INV000334,JEEVIKA BAKSHI,18/07/2025,31870
INV000335,RIDHI PANCHAL,27/05/2025,22670
INV000336,AMOL SAMRA,15/07/2024,32689
INV000337,UNNATI NAYAR,09/09/2025,13935
INV000338,NIHAL ZACHARIAH,07/02/2025,48518
INV000339,MOHAMMED PATIL,25/02/2026,547
INV000340,VAISHNAVI KUNDA,20/11/2025,28959
INV000341,LOPA PATIL,17/10/2025,24917
INV000342,GIRINDRA BAKSHI,22/09/2024,25660
INV000343,JATIN KAUL,23/09/2024,36932
INV000344,YAHVI GANDHI,05/02/2026,12139
INV000345,VARSHA BHALLA,13/04/2026,35193
INV000346,LUKE DASGUPTA,15/10/2025,22225
INV000347,INDIRA PALLA,23/09/2025,49993
INV000348,VAMAKSHI PARIKH,23/09/2024,3418
INV000349,LEELA BANIK,17/07/2024,22544
INV000350,AYAAN SACHDEVA,10/10/2025,9324
INV000351,EESHA SRINIVAS,21/12/2024,6137
INV000352,ADVIKA LUTHRA,22/11/2024,16352
INV000353,RAAGINI TALWAR,27/05/2026,49720
INV000354,KALA KARI,15/06/2026,8052
INV000355,IRYA GANESH,25/05/2026,7858
INV000356,HARITA SHROFF,03/01/2025,5020
INV000357,WAKEETA CHATTERJEE,03/03/2026,22448
INV000358,ZAID MUNI,29/11/2024,40355
INV000359,EESHA NAYAK,15/02/2025,40565
INV000360,ISHITA NADKARNI,18/05/2025,23367
INV000361,SAUMYA MANE,28/08/2025,3304
INV000362,MAHIKA SINGH,10/10/2024,23073
INV000363,LIBNI BISWAS,06/09/2025,37770
INV000364,KRISHNA GOLLA,16/05/2025,21695
INV000365,HARRISON JHA,27/03/2026,27619
INV000366,QADIM GADE,07/10/2025,25614
INV000367,ANJALI KRISHNAN,04/05/2026,30265
INV000368,OWEN DUBE,31/08/2025,41889
INV000369,LAKSH KHATRI,14/12/2024,43159
INV000370,SAI MINHAS,26/01/2026,3917
INV000371,WAHAB HORA,14/05/2025,8849
INV000372,FARIS CHANDA,23/08/2024,780
INV000373,ADYA SAHA,14/05/2025,44820
INV000374,PRANEEL NADKARNI,20/05/2025,31212
INV000375,NOAH MANDA,09/02/2025,31253
INV000376,DARPAN RAMESH,25/10/2024,33491
INV000377,JEREMIAH KHOSLA,30/01/2025,43861
INV000378,LOGAN SWAMINATHAN,30/12/2025,35001
INV000379,AARINI MANNAN,01/12/2024,24340
INV000380,QARIN HAYER,03/12/2024,6430
INV000381,UNNATI YOHANNAN,17/06/2025,22301
INV000382,AYUSH SACHDEVA,11/07/2025,27834
INV000383,OMKAAR SHARAF,28/08/2024,8758
INV000384,RONITH BEN,04/03/2026,504
INV000385,NICHOLAS CHAUDHURI,10/01/2026,41642
INV000386,XALAK BALASUBRAMANIAN,27/10/2025,18327
INV000387,BHANUMATI DHAR,23/03/2025,37809
INV000388,VASATIKA MANGAL,28/03/2025,923
INV000389,ABDUL MUTTI,02/03/2026,29680
INV000390,ISHAAN DE,31/10/2025,5542
INV000391,VANSHA BAKSHI,23/12/2024,23600
INV000392,OESHI NAIR,13/01/2026,29865
INV000393,VEER DHALIWAL,02/02/2025,41455
INV000394,ABHIMANYU SOLANKI,05/12/2024,21824
INV000395,HARINI SACHDEV,14/11/2025,37625
INV000396,WISHI LUTHRA,02/10/2025,31119
INV000397,QUINCY PATHAK,11/05/2025,8805
INV000398,NILIMA MUKHERJEE,29/03/2026,32421
INV000399,UPADHRITI NAYAR,18/07/2025,49785
INV000400,TANMAYI KOTA,02/12/2025,40776
INV000401,KIAAN GOEL,11/05/2025,34004
INV000402,LEELA LAD,19/06/2025,49900
INV000403,BENJAMIN KAR,04/11/2024,11826
INV000404,HARINI DUBEY,13/11/2024,49125
INV000405,NICHOLAS CHAND,30/12/2024,35251
INV000406,YASHAWINI BRAHMBHATT,29/01/2025,28879
INV000407,LIAM PANDIT,28/03/2025,38877
INV000408,NIDHI NARASIMHAN,11/05/2025,48893
INV000409,IKBAL SANE,29/08/2024,2002
INV000410,GAVIN CHANA,02/09/2025,37518
INV000411,MOHAMMED SUNDARAM,14/09/2024,20076
INV000412,LEELA ANNE,24/10/2025,31351
INV000413,GAURANGI SAGAR,14/11/2024,30501
INV000414,EKAVIR NAGARAJAN,20/12/2024,48487
INV000415,SACHI HAYER,12/06/2025,3990
INV000416,JAIRAJ RATTI,19/03/2026,13594
INV000417,TANMAYI JOHAL,21/06/2026,24515
INV000418,XITI SANT,09/06/2025,42959
INV000419,GAURIKA PRAKASH,01/02/2025,33741
INV000420,MANTHAN LOYAL,06/02/2026,34260
INV000421,MEGHA KANDA,09/11/2024,19792
INV000422,HARITA ROY,13/10/2024,15785
INV000423,LAKSHIT JAGGI,09/10/2025,3194
INV000424,IRA ISSAC,06/05/2026,38050
INV000425,BISHAKHA KALLA,17/12/2024,7284
INV000426,ANUSHA RAO,05/02/2025,23593
INV000427,SHIVANSH KUNDA,08/08/2024,41309
INV000428,MITALI GHOSH,21/11/2024,34739
INV000429,UDANT SOLANKI,23/08/2025,1617
INV000430,EKAVIR PRABHAKAR,30/12/2024,1643
INV000431,GAYATHRI BADAMI,03/09/2025,46846
INV000432,UDANT SHETTY,19/05/2026,21571
INV000433,AMARA WALI,12/02/2025,42604
INV000434,CHAKRADEV TATA,07/10/2025,41461
INV000435,RACHIT SOM,29/01/2026,16677
INV000436,GIRISH PRABHAKAR,24/09/2024,10264
INV000437,GEORGE DUGAR,18/12/2024,15311
INV000438,JACKSON KAPUR,22/01/2025,49017
INV000439,YASH MURTY,29/09/2024,15053
INV000440,CHASMUM CHOKSHI,21/01/2026,30758
INV000441,MUGDHA SHAH,24/01/2026,29207
INV000442,TIMOTHY TRIPATHI,07/09/2024,12474
INV000443,ANAY CHOKSHI,13/01/2026,21366
INV000444,MUGDHA NAYAR,26/11/2024,41306
INV000445,YADAVI SHARMA,05/03/2025,9325
INV000446,UPADHRITI SOLANKI,28/12/2025,15248
INV000447,IKBAL NORI,31/05/2025,18038
INV000448,ISHWAR BIR,20/05/2026,3551
INV000449,VICTOR KASHYAP,22/05/2026,4829
INV000450,KAMYA SATHE,03/11/2025,26866
INV000451,DAYITA GARDE,10/06/2025,47101
INV000452,NITARA HALDER,29/05/2026,1267
INV000453,TANVI GADE,22/05/2025,3509
INV000454,HEMANG SACHDEVA,01/05/2025,13847
INV000455,CHARVI BAWA,08/06/2026,29260
INV000456,AARUSH AHUJA,26/08/2024,46247
INV000457,NICHOLAS MANDA,12/05/2025,31762
INV000458,YOSHITA CHAND,16/03/2025,49774
INV000459,BISHAKHA CHOPRA,14/07/2024,29415
INV000460,UPASNA BHATIA,08/08/2025,40640
INV000461,FARIQ VALA,27/06/2024,30143
INV000462,LADLI SHARAF,11/09/2025,5039
INV000463,TANAY WABLE,29/11/2024,32946
INV000464,MAX DALAL,28/04/2025,20057
INV000465,JASMIT SOOD,31/05/2025,15292
INV000466,GAYATHRI YADAV,28/03/2025,9534
INV000467,NATHAN DADA,06/11/2024,15500
INV000468,EKANTA BHATTI,20/04/2026,47962
INV000469,CHAMPAK SHANKAR,25/07/2025,9919
INV000470,ESHANA DUTTA,15/11/2025,37176
INV000471,VINCENT KALLA,12/08/2025,8267
INV000472,DAMINI BAHRI,23/06/2026,34486
INV000473,URVASHI WAGLE,29/12/2025,15046
INV000474,HEMANG MITRA,29/01/2025,32900
INV000475,OVIYA UPPAL,22/07/2025,41356
INV000476,ALEXANDER DOSHI,10/07/2025,39232
INV000477,RACHIT KUNDA,04/02/2025,40503
INV000478,NIMRAT AGARWAL,27/04/2026,25123
INV000479,MEGHANA SETTY,21/05/2025,28016
INV000480,CHANDANI NAGARAJAN,02/10/2024,1294
INV000481,CHANDRESH NANDA,21/02/2025,6457
INV000482,MITALI GOLA,24/01/2025,6082
INV000483,GIRINDRA JHAVERI,17/10/2025,36924
INV000484,LAVANYA BANERJEE,28/07/2024,48744
INV000485,AVNI LAL,30/08/2025,23934
INV000486,VINAYA KUMAR,03/06/2026,33762
INV000487,MITALI PANT,31/05/2026,45820
INV000488,LILA VIRK,01/10/2024,19833
INV000489,BARKHA PATEL,31/10/2025,40493
INV000490,DOMINIC ANDRA,21/01/2026,4560
INV000491,KRITIKA JOSHI,22/10/2024,29847
INV000492,OVIYA SABHARWAL,09/06/2026,38967
INV000493,HRITIK KULKARNI,15/04/2025,18210
INV000494,JACOB HAYER,01/07/2024,35859
INV000495,BALVEER DIXIT,16/10/2024,30697
INV000496,WAKEETA SOOD,04/05/2026,10351
INV000497,VIVAAN RATTAN,09/05/2026,27213
INV000498,ANDREW CHOUDHRY,15/05/2026,36513
INV000499,ORINDER KANNAN,04/08/2025,28568
INV000500,BALVAN SAVANT,15/12/2025,49248
INV000501,REHAAN BERA,03/02/2026,6536
INV000502,AYAAN SUBRAMANIAN,24/09/2025,37686
INV000503,REHAAN BAL,27/01/2026,48079
INV000504,PALLAVI PADMANABHAN,03/09/2025,17538
INV000505,NOAH BHATT,28/07/2025,47834
INV000506,DHRITI ARYA,13/06/2025,49591
INV000507,BRIJESH MUTTI,18/08/2024,8311
INV000508,DALBIR SINHA,06/10/2024,7752
INV000509,QUSHI ANAND,16/11/2025,36867
INV000510,PARTH CHACKO,02/04/2026,38023
INV000511,JAI BANIK,06/01/2025,25743
INV000512,CHARAN KALA,16/04/2026,45292
INV000513,VINCENT BISWAS,26/09/2024,14424
INV000514,JACKSON BISWAS,11/06/2026,15775
INV000515,ADVAY BORA,14/01/2026,30836
INV000516,MAANAS PATLA,13/09/2025,18515
INV000517,CHAKRADHAR SAWHNEY,16/02/2025,13226
INV000518,GANGA ARYA,18/04/2026,24371
INV000519,EKANSH RAJU,07/02/2025,13797
INV000520,IJAYA BAJWA,26/08/2025,21900
INV000521,ABHIMANYU ISSAC,27/09/2024,17730
INV000522,KABIR VARTY,16/11/2024,23551
INV000523,GAYATHRI SAMPATH,31/08/2024,1570
INV000524,OMYA KASHYAP,13/11/2025,19995
INV000525,TANISH DAVE,11/04/2025,40364
INV000526,KASHVI NAGAR,28/07/2025,11333
INV000527,MANBIR DADA,24/02/2025,37315
INV000528,WISHI SWAMY,09/03/2025,26909
INV000529,FARIS KIBE,10/06/2025,3259
INV000530,GOPAL NIGAM,16/12/2025,14936
INV000531,MEGHA BOSE,23/11/2025,16683
INV000532,NILIMA SHA,11/04/2026,38963
INV000533,TRISTAN BAJAJ,12/04/2025,18563
INV000534,AYAAN CHOUDHURY,14/10/2024,31614
INV000535,WIDISHA MANI,06/08/2024,47991
INV000536,WAZIR DARA,01/04/2025,3095
